Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard,Month_num,Date
1929,Qtr 3,September,17,United States,Pitcairn,Pitcairn PA 6 Mailwing,mt lamentation connecticut,Transport Air Colonial,0,1,1,9,1929-09-17
1929,Qtr 3,September,17,Unknown,Latécoère,Latecoere 25 3,off larache morocco,Aeropostale,0,5,5,9,1929-09-17
1929,Qtr 4,October,26,Unknown,Short Calcutta,Short Calcutta (flying boat)G AADN,off spezia italy,Airways Imperial,0,7,7,10,1929-10-26
1929,Qtr 4,October,29,United States,Boeing-Stearman,Stearman C 38,mount vernon ohio,Lines Air Continental,0,1,1,10,1929-10-29
1929,Qtr 4,October,31,United States,Loening,Loening C 2CNC9158,off bremerton washington,Lines Air Gorst / Taxi Air Bremerton-Seattle,0,2,2,10,1929-10-31
1929,Qtr 4,November,4,Unknown,Lockheed,Lockheed Vega 5NC46M,cerro del carbon mexico,Transportes de Aeronautica Corp.,0,4,4,11,1929-11-04
1929,Qtr 4,November,6,United Kingdom,Junkers,Junkers G 24D,near godstone surrey,England Deutsche Lufthansa,0,7,8,11,1929-11-06
1929,Qtr 4,November,16,Unknown,Liore,Liore et Olivier 190F AIGB,off corsica france,Union Air,0,3,3,11,1929-11-16
1929,Qtr 4,November,20,Unknown,Savbia,Savoia Marchetti S55I TACO,terranova pausania east,Mediterranea Aerea Società SardiniaS.A.M.,0,1,12,11,1929-11-20
1929,Qtr 4,November,30,United States,Boeing-Stearman,Stearman M 2 SpeedmailNC8199,vancouver washington,Lines Air Varney,0,1,1,11,1929-11-30
1929,Qtr 4,December,2,United States,Douglas,Douglas M 3NC789,chagrin falls ohio,Transport Air National,0,1,1,12,1929-12-02
1929,Qtr 4,December,19,Unknown,Arado,Arado V1D 1594,near berlin germany,Lufthansa Deutsche,0,2,3,12,1929-12-19
1929,Qtr 4,December,30,United States,Travel Air,Travel Air B6000,amarillo texas,Transport Air Continental Trans,0,5,5,12,1929-12-30
1930,Qtr 1,January,2,United States,Uknown,,off venice california?,Unknown,0,10,10,1,1930-01-02
1930,Qtr 1,January,10,United States,Boeing,Boeing 95NC184E,brawnson nebraska,Transport Air Boeing,0,1,1,1,1930-01-10
1930,Qtr 1,January,13,Unknown,Farman,Farman 190F AJJK,antananarivo madagascar,Orient Air,0,3,3,1,1930-01-13
1930,Qtr 1,January,19,United States,Ford,Ford 5 AT,oceanside california,Airlines Maddux,0,16,16,1,1930-01-19
1930,Qtr 1,January,25,Spain,Latécoère,Latecoere 25F AJCL,off ceuta spain,Aeropostale,0,2,2,1,1930-01-25
1930,Qtr 1,January,27,United States,Travel Air,Travel Air A6000A,kansas city missouri,Corporation) Aviation (Universal Airlines  Central,0,5,5,1,1930-01-27
1930,Qtr 1,February,3,United States,Pitcairn,Pitcairn PA 6 MailwingNC801H,hartford connecticut,Transport Air Colonial,0,1,1,2,1930-02-03
1930,Qtr 1,February,10,Unknown,Farman,Farman F 63F,marden england,Union Air,0,2,6,2,1930-02-10
1930,Qtr 2,April,18,Unknown,Fairchild,Fairchild 71NC9148,jersey city new,Airways Colonial JerseyCanadian,0,4,4,4,1930-04-18
1930,Qtr 2,May,10,Unknown,Latécoère,Latecoere 28F AJPD,buenos aires argentina,Aeropostale,0,3,4,5,1930-05-10
1930,Qtr 2,June,5,United States,Ford,Ford Tri Motor 5NC9675,boston massachusetts,Transport Air Colonial,0,1,15,6,1930-06-05
1930,Qtr 3,July,7,Unknown,Dornier,Dornier WalD 864,bornholm denmark,Lufthansa Deutsche,0,5,8,7,1930-07-07
1930,Qtr 3,July,10,United States,Lockheed,Lockheed Vega 5NC 394H,arkansas pass texas,Airways Cross,0,5,5,7,1930-07-10
1930,Qtr 3,July,21,United States,Junkers,Junkers F 13geG,near meopham kent,England Walcot Air Line,0,6,6,7,1930-07-21
1930,Qtr 3,August,22,Unknown,Ford,Ford 5 AT,iglau czechoslovakia,Aerolinie Ceskoslovenske,0,10,11,8,1930-08-22
1930,Qtr 3,September,11,Unknown,SABCA,Sabca F VIIOO,croydon england,Sabena,0,2,2,9,1930-09-11
1930,Qtr 3,September,25,Canada,Boeing,Boeing 40CF AIN,edmonton alberta,Canada Western Canada Airways,0,3,3,9,1930-09-25
1930,Qtr 4,October,5,Unknown,Royal Airship Works,Royal Airship Works R 101G,near beauvais france,Ministry Air British - Military,0,48,54,10,1930-10-05
1930,Qtr 4,October,6,Unknown,Messerschmitt,Messerschmitt M 20BD,dresden germany,Lufthansa Deutsche,0,8,8,10,1930-10-06
1930,Qtr 4,October,12,Unknown,Latécoère,Latecoere 28F AJUU,la rache morocco,Aeropostale,0,4,4,10,1930-10-12
1930,Qtr 4,October,13,Unknown,De Havilland,de Havilland DH.80 Puss MothVH UPC,perth australia,Ltd Wings,0,3,3,10,1930-10-13
1930,Qtr 4,October,28,Unknown,Lockheed,Lockheed VegaNC103W,prince rupert bc,Canada Alaska-Washington Airways,0,3,3,10,1930-10-28
1930,Qtr 4,October,30,Unknown,Handley Page,Handley Page W 8G,near neufchatel france,Airways Imperial,0,3,6,10,1930-10-30
1930,Qtr 4,October,30,India,Pitcairn,Pitcairn PA 6 Mailwing,brookston indiana,Company Riddle Embry,0,1,1,10,1930-10-30
1930,Qtr 4,November,7,Brazil,Junkers,Junkers G 24P,off of santos brazil,Condor Syndicato,0,1,9,11,1930-11-07
1930,Qtr 4,November,18,United States,Boeing,Boeing 40NC5340,techachapi mountains california,Transport Air Pacific,0,3,3,11,1930-11-18
1930,Qtr 4,December,9,China,Loening,Loening C W Air Yaht,shanghai china,Corporation Aviation National China,0,4,6,12,1930-12-09
1931,Qtr 1,January,8,Unknown,Fokker,Fokker F VIIOO,melle belgium,Sabena,0,2,2,1,1931-01-08
1931,Qtr 1,January,22,United States,Boeing,Boeing 40NC741K,bluff mountain washington,Lines Air Varney,0,1,1,1,1931-01-22
1931,Qtr 1,February,8,Unknown,Desoutter,Desoutter IIZK ACA,wairoa new,Lines Air ZealandDominion,0,3,3,2,1931-02-08
1931,Qtr 1,February,20,Canada,Fokker,Fokker Universal F 14,bagot manitoba,Canada Western Canada Airways,0,2,3,2,1931-02-20
1931,Qtr 1,February,24,Unknown,Latécoère,Latecoere 32F AITX,off spainaeropostale,Unknown,0,1,3,2,1931-02-24
1931,Qtr 1,March,21,Unknown,Avro,Avro 10VH UMF,new south wales australia,Airways National Australian,0,8,8,3,1931-03-21
1931,Qtr 1,March,31,United States,Fokker,Fokker F10A TrimotorNC 999,bazaar kansas,Air Western and Continental Trans,0,8,8,3,1931-03-31
1931,Qtr 2,April,14,Unknown,Messerschmitt,Messerschmitt M 20D,near letschen germany,Lufthansa Deutsche,0,2,10,4,1931-04-14
1931,Qtr 2,May,5,United States,Boeing,Boeing 40NC5390,burbank california,Transport Air Pacific,0,2,2,5,1931-05-05
1931,Qtr 2,May,22,Unknown,Junkers,Junkers W 34VH,wampit australia,Airways Guiena,0,1,1,5,1931-05-22
1931,Qtr 2,May,24,United States,Boeing,Boeing 95NC397E,bellefonte pennsylvania,Transport Air National,0,1,1,5,1931-05-24
1931,Qtr 2,June,7,Unknown,Fokker,Fokker F VIIBPH,near sandoway burma,Orient Air,0,4,4,6,1931-06-07
1931,Qtr 2,June,11,United States,Lockheed,Lockheed Vega 2NC857E,walbridge ohio,Service Flying Rubner,0,2,3,6,1931-06-11
1931,Qtr 2,June,13,Unknown,Dornier,Dornier MerkurD 1455,saarbrucken germany,Lufthansa Deutsche,0,4,4,6,1931-06-13
1931,Qtr 3,July,12,United States,Lockheed,Lockheed VegaNC8497,chicago illinois,Airlines Braniff,0,2,2,7,1931-07-12
1931,Qtr 3,July,14,Unknown,Lasco,Lasco LascowlVH UGF,temora australia,Services Aerial Australian,0,2,2,7,1931-07-14
1931,Qtr 3,July,21,United States,Pitcairn,Pitcairn PA 6 Mailwing,centralia illinois,Airways American,0,1,1,7,1931-07-21
1931,Qtr 3,July,24,Unknown,Fokker,Fokker F VIIF,kurudjevo bulgaria,CIDNA,0,7,7,7,1931-07-24
1931,Qtr 3,August,9,United States,Ford,Ford 5 AT,cincinnati ohio,Airways American,0,6,6,8,1931-08-09
1931,Qtr 3,September,14,United States,Lockheed,Lockheed VegaNC606,chicago illinois,Airways Chicago-Detroit,0,1,1,9,1931-09-14
1931,Qtr 3,September,15,Romania,Fokker,Fokker F VIIb,near craiova oltenia,Romania CIDNA,0,6,6,9,1931-09-15
1931,Qtr 3,September,16,United States,Boeing,Boeing 40NC10347,oakland california,Transport Air Pacific,0,4,4,9,1931-09-16
1931,Qtr 4,October,6,Unknown,Heinkel,Heinkel HE 2D,novia scotia canada,Lufthansa Deutsche,0,3,3,10,1931-10-06
1931,Qtr 4,October,14,Unknown,Dornier,Dornier WalP BALSA,brazilsyndicato condor,Unknown,0,3,3,10,1931-10-14
1931,Qtr 4,November,5,Unknown,Lockheed,Lockheed Orion 9NC12221,camden new,Phil.          JerseyNY,0,5,5,11,1931-11-05
1931,Qtr 4,November,13,Unknown,De Havilland,De Havilland DH.80ZS ACD,sir lowry's pass south,Airways AfricaUnion,0,3,3,11,1931-11-13
1931,Qtr 4,November,23,United States,Boeing,Boeing 40NC7465,salt lake city utah,Transport Air Boeing,0,1,1,11,1931-11-23
1931,Qtr 4,November,24,China,Stinson,Stinson,near tsinan china,Corporation Aviation National China,0,3,3,11,1931-11-24
1931,Qtr 4,November,26,United States,Boeing,Boeing 40NC10338,pasco washington,Lines Air Varney,0,1,1,11,1931-11-26
1931,Qtr 4,December,5,United States,Lockheed,Lockheed Vega 5NC433E,kewanee illinois,Airways Braniff,0,2,6,12,1931-12-05
1931,Qtr 4,December,6,Unknown,Fokker,Fokker F VIIb,bangkok thailand,Airlines Dutch Royal KLM,0,5,7,12,1931-12-06
1931,Qtr 4,December,9,Unknown,Cams,CAMS 56F AIOX,off algiersaeropostale,Unknown,0,2,2,12,1931-12-09
1931,Qtr 4,December,31,United States,Fairchild,Fairchild Pilgrim 100A,springfield ohio,Airways American,0,4,5,12,1931-12-31
1932,Qtr 1,January,21,United States,Stinson,Stinson SM 2ANC443H,colvin park ilinois,Airways Northwest,0,1,1,1,1932-01-21
1932,Qtr 1,January,29,United States,Stinson,Stinson SM 6000BNC10813,lebec california,Lines Pacific Century,0,8,8,1,1932-01-29
1932,Qtr 1,February,1,United States,Fairchild,Fairchild,off miami florida,Airways Bimini,0,5,5,2,1932-02-01
1932,Qtr 1,February,2,United States,Boeing,Boeing 40 NC291,rio vista california,Transport Air Boeing,0,1,2,2,1932-02-02
1932,Qtr 1,February,2,United States,Boeing-Stearman,Stearman C 3MBNC6411,marcellus michigan,Airlines Transamerican,0,1,1,2,1932-02-02
1932,Qtr 1,February,27,Brazil,Latécoère,Latecoere 28F AJOX,off setiba brazil,Aeropostale,0,3,3,2,1932-02-27
1932,Qtr 1,March,8,United States,Stinson,Stinson SM 6000BNC11122,saint louis illinois,Lines Air Century,0,3,5,3,1932-03-08
1932,Qtr 1,March,19,United States,Fokker,Fokker F 10ANC652E,calimesa california,Airways American,0,7,7,3,1932-03-19
1932,Qtr 1,March,21,United States,Northrop,Northrop Alpha 3NC966Y,steubenville ohio,Air Western and Continental Trans,0,1,1,3,1932-03-21
1932,Qtr 1,March,29,Unknown,Farman,Farman F 190F,rutbah wells iraq,Orient Air,0,3,3,3,1932-03-29
1932,Qtr 1,March,31,United States,Boeing,Boeing 95NC191E,bedford ohio,Transport Air National,0,1,1,3,1932-03-31
1932,Qtr 2,April,21,India,Boeing-Stearman,Stearman C 3MBNC6412,fort wayne indiana,Airlines Transamerica,0,1,1,4,1932-04-21
1932,Qtr 2,May,16,United States,Boeing,Boeing 40NC5589,burbank california,Transport Air Pacific,0,3,3,5,1932-05-16
1932,Qtr 2,May,30,United States,Boeing,Boeing 40NC830M,portland oregon,Lines Air Varney,0,1,2,5,1932-05-30
1932,Qtr 3,July,16,Unknown,Ford,Ford 5 AT,mount el plomo near,Chile          Vitacura Panagra,0,9,9,7,1932-07-16
1932,Qtr 3,August,12,Unknown,Cams,CAMS 53F AIQY,beyrouth lebanon,Orient Air,0,0,7,8,1932-08-12
1932,Qtr 3,August,31,Unknown,Junkers,Junkers G 23SE,tubergen germany,Aerotransport B A,0,2,2,8,1932-08-31
1932,Qtr 3,September,8,United States,Fokker,Fokker F 10NC9716,salt flats texas,Airways American,0,3,4,9,1932-09-08
1932,Qtr 3,September,17,Unknown,Liore,Liore  et,selsdon park england,Union Air,0,1,2,9,1932-09-17
1932,Qtr 3,September,18,Unknown,De Havilland,De Havilland DH 80VH,byron bay australia,Airways England New,0,3,3,9,1932-09-18
1932,Qtr 4,October,12,Unknown,Latécoère,Latecoere 28F AJIP,port etienne mauritania,Aeropostale,0,1,1,10,1932-10-12
1932,Qtr 4,October,26,Unknown,Ford,Ford Tri motor 5,villa monte bolivia,Boliviano Aero Lloyd,0,2,2,10,1932-10-26
1932,Qtr 4,October,29,Unknown,Junkers,Junkers W 33 D,ramsgate england,Lufthansa Deutsche,0,2,2,10,1932-10-29
1932,Qtr 4,November,2,Unknown,Junkers,Junkers F 13D,echterpfuhl germany,Lufthansa Deutsche,0,5,5,11,1932-11-02
1932,Qtr 4,November,25,United States,Travel Air,Travel Air 6000 NC369M,marianna arkansas,Airways Hunter,0,2,2,11,1932-11-25
1932,Qtr 4,December,14,United States,Boeing,Boeing 40NC281,rocky ridge colorado,Transport Air Boeing,0,1,1,12,1932-12-14
1932,Qtr 4,December,14,United States,Ford,Ford 5NC9650,amarillo texas,Air Western and Continental Trans,0,2,2,12,1932-12-14
1932,Qtr 4,December,26,Unknown,De Havilland,De Havilland DH 60VH,wau australia,Airways Guinea,0,1,1,12,1932-12-26
1933,Qtr 1,January,10,Unknown,Cams,CAMS 53F AISV,algiersaeropostale,Unknown,0,1,3,1,1933-01-10
1933,Qtr 1,January,14,Unknown,Curtiss Condor,Curtiss Condor 18NC185H,newark new,Transport Air JerseyEastern,0,2,2,1,1933-01-14
1933,Qtr 1,January,20,Unknown,Boeing-Stearman,Stearman 4N490W,marietta georgia,Airways American,0,1,1,1,1933-01-20
1933,Qtr 1,January,20,United States,Boeing-Stearman,Stearman 4NC11721,bourne texas,Airways American,0,1,1,1,1933-01-20
1933,Qtr 1,January,24,United States,Ford,Ford 5 AT,eugene oregon,Transport Air Pacific,0,2,3,1,1933-01-24
1933,Qtr 1,March,11,Unknown,Fairchild,Fairchild FC 2WNC9723,near mendoza argentina,Airways Grace American Pan,0,2,2,3,1933-03-11
1933,Qtr 1,March,25,United States,Lockheed,Lockheed Orion 9NC12226,hayward california,Airlines Varney,11,3,3,3,1933-03-25
1933,Qtr 1,March,28,Unknown,Armstrong Whitworth,Armstrong Whitworth Argosy IIG AACI,near dixmude belgium,Airways Imperial,0,15,15,3,1933-03-28
1933,Qtr 2,April,3,Unknown,Junkers,Junkers F 13D,hemkenrode germany,Lufthansa Deutsche,0,1,2,4,1933-04-03
1933,Qtr 2,April,4,Unknown,Goodyear Aerospace,Goodyear  Zeppelin U.S.S. Akron (airship)ZRS,off barnegat new,Navy U.S. - JerseyMilitary,0,73,76,4,1933-04-04
1933,Qtr 2,April,23,Italy,Cams,Cams 53 1F,near castrovillari calabria,Italy Air Orient,0,5,8,4,1933-04-23
1933,Qtr 2,April,29,Unknown,Junkers,Junkers W 34D,traunstein germany,Eurasia,0,4,4,4,1933-04-29
1933,Qtr 2,May,9,Spain,Latécoère,Latecoere 28 1F,near viladrau spain,Company Tecoere La - Aeropostale,0,6,6,5,1933-05-09
1933,Qtr 2,June,4,United States,Pitcairn,Pitcairns PA 6,bowling green virginia,Transport Air Eastern,0,1,1,6,1933-06-04
1933,Qtr 2,June,11,United States,Sikorsky,Sikorsky S 38B (flying boat)NC,glenview illinois,Palwaukee,0,9,9,6,1933-06-11
1933,Qtr 3,July,18,Unknown,Cmasa Wal,CMASA Wal (flying boat)I AZEE,aegean seasocieta anonima aero expresso italiana,Unknown,0,6,6,7,1933-07-18
1933,Qtr 3,August,29,Unknown,Ford,Ford 5 AT,quay new,Air Western and Continental MexicoTrans,0,5,5,8,1933-08-29
1933,Qtr 3,September,12,Serbia,Farman,Farman F 306YU,near ljubljana yugoslavia,Aeroput,0,8,8,9,1933-09-12
1933,Qtr 4,October,10,India,Boeing,Boeing 247NC13304,chesterton indiana,Lines Air United,0,10,10,10,1933-10-10
1933,Qtr 4,October,31,Unknown,Farman,Farman F 301F,etobon france,France Air,0,2,5,10,1933-10-31
1933,Qtr 4,November,9,United States,Boeing,Boeing 247NC13345,portland oregon,Lines Air United,0,4,10,11,1933-11-09
1933,Qtr 4,November,10,Unknown,Northrop,Northrop DeltaNC12292,moriarty new,Air Western and Continental MexicoTrans,0,0,1,11,1933-11-10
1933,Qtr 4,November,20,China,Stinson,Stinson,near tsinan china,Corporation Aviation National China,0,8,8,11,1933-11-20
1933,Qtr 4,November,21,Unknown,Kalinin,Kalinin K 7,near kharkov ukraine,USSRKalinin,0,14,20,11,1933-11-21
1933,Qtr 4,November,24,United States,Boeing,Boeing 247NC13324,wedron illinois,Transport Air National,0,2,2,11,1933-11-24
1933,Qtr 4,December,11,Unknown,Focke-Wulf,Focke  Wulf A,hamburg germany,Lufthansa Deutsche,0,6,10,12,1933-12-11
1933,Qtr 4,December,14,Unknown,Junkers,Junkers W 34ZS,eshowe south,Airways AfricaUnion,0,5,6,12,1933-12-14
1933,Qtr 4,December,30,Unknown,Avro,Avro 10G ABLU,near ruysselede belgium,Airways Imperial,0,10,10,12,1933-12-30
1934,Qtr 1,January,15,Unknown,Dewoitine,Dewoitine D 332F,corbigny france,France Air,0,14,14,1,1934-01-15
1934,Qtr 1,January,20,Unknown,Breguet,Breguet 280TF AJKX,carombe france,France Air,0,2,2,1,1934-01-20
1934,Qtr 1,February,23,United States,Boeing,Boeing 247NC13357,near salt lake city utah,Company Aircraft Boeing,0,8,8,2,1934-02-23
1934,Qtr 1,February,26,Unknown,Latécoère,Latécoère 28F AJPA,rio de oro morocco,France Air,0,1,6,2,1934-02-26
1934,Qtr 1,March,6,United States,Fairchild,Fairchild Pilgrim 100ANC710Y,petersburg illinois,Airways American,0,4,4,3,1934-03-06
1934,Qtr 1,March,10,Unknown,Sikorsky,Sikorsky S 38 Flying BoatNC,pereira colombia,(Scadta) Airways American Pan,0,5,6,3,1934-03-10
1934,Qtr 1,March,22,Unknown,Ford,Ford 5 AT,near lima peru,Airlines Grace American Pan,0,3,15,3,1934-03-22
1934,Qtr 2,April,10,China,Sikorsky,Sikorsky S 38BBNV17V,ningpo bay china,Corporation Aviation National China,0,3,3,4,1934-04-10
1934,Qtr 2,May,9,Unknown,Wibault,Wibault 282TF AMHP,english channelair france,Unknown,0,6,6,5,1934-05-09
1934,Qtr 2,May,31,Unknown,Liore,Liore  et,croydon england,France Air,0,2,2,5,1934-05-31
1934,Qtr 2,June,9,Unknown,Curtiss Condor,Curtiss Condor T 32NC12354,mongaup mountain new,Airways YorkAmerican,0,7,7,6,1934-06-09
1934,Qtr 2,June,11,Unknown,Ford,Ford 5 AT,junin argentina,Panagra,0,6,10,6,1934-06-11
1934,Qtr 2,June,22,Unknown,Dornier,Dornier MerkurD 1445,chausseehausen germany,Lufthansa Deutsche,0,1,7,6,1934-06-22
1934,Qtr 2,June,23,United States,Lockheed,Lockheed OrionXA BEJ,burbank california,Service Air Centrales Aerevias,0,1,1,6,1934-06-23
1934,Qtr 3,July,9,United States,Lockheed,Lockheed VegaNC32E,san bernardino california,Services Air United,0,3,4,7,1934-07-09
1934,Qtr 3,July,27,Unknown,Curtiss,Curtiss AT 32C CondorCH,near tuttlingen germany,Swissair,0,12,12,7,1934-07-27
1934,Qtr 3,August,5,Brazil,Latécoère,Latecoere 26F AILK,bahia brazil,France Air,0,2,2,8,1934-08-05
1934,Qtr 3,August,10,China,Sikorsky,Sikorsky S 38B,ningbo china,Corporation Aviation National China,0,0,0,8,1934-08-10
1934,Qtr 3,August,31,United States,Stinson,Stinson  SM 6000BNC11118,amazonia missouri,Transport Air Rapid,0,5,5,8,1934-08-31
1934,Qtr 4,October,2,Unknown,De Havilland,de havilland 89 Dragon RapideG ACPM,english channelhillman's airways,Unknown,0,7,7,10,1934-10-02
1934,Qtr 4,October,3,Unknown,De Havilland,de Havilland DH 50AVH,near winton australia,Qantas,0,3,3,10,1934-10-03
1934,Qtr 4,October,19,Unknown,De Havilland,de Havilland DH 86VH,bass strait australia,Airways Holymans,0,11,11,10,1934-10-19
1934,Qtr 4,November,2,Unknown,De Havilland,De Havilland DH 61VH,kiapit australia,Service Transport Air Holdens,0,2,4,11,1934-11-02
1934,Qtr 4,November,15,Unknown,De Havilland,de Havilland DH 86VH,near longreach australia,Qantas,0,4,4,11,1934-11-15
1934,Qtr 4,November,15,United States,Stinson,Stinson SM 6000,amazonia montana,Transport Air Rapid,0,2,2,11,1934-11-15
1934,Qtr 4,December,7,Unknown,Junkers,Junkers F 13D,salchau germany,Lufthansa Deutsche,0,3,3,12,1934-12-07
1934,Qtr 4,December,8,United States,Lockheed,Lockheed Vega 5CNC106W,columbia missouri,Airlines Braniff,0,1,1,12,1934-12-08
1934,Qtr 4,December,10,Unknown,Ford,Ford 4 AT,palma soriano cuba,Aviacion de Cubana,0,4,8,12,1934-12-10
1934,Qtr 4,December,20,Unknown,Douglas,Douglas DC 2,rutbah wells syria,Airlines Dutch Royal KLM,0,7,7,12,1934-12-20
1934,Qtr 4,December,22,United States,Lockheed,Lockheed Orion 9DNC12286,sunbright tennessee,Airlines American,0,1,1,12,1934-12-22
1934,Qtr 4,December,31,Unknown,Tupolev,Tupolev ANT 9,?aeroflot,Unknown,0,10,10,12,1934-12-31
1935,Qtr 1,January,8,Unknown,Westland Wapiti,Wapiti,near karachi pakistan,Force Air Indian,15,0,2,1,1935-01-08
1935,Qtr 1,January,26,United States,Consolidated,Consolidated FleetsterNC13212,pittsburgh pennsylvania,Air Western and Continental Trans,0,1,1,1,1935-01-26
1935,Qtr 1,January,31,Unknown,Junkers,Junkers JU 52/3mD,stettin germany,Deruluft,0,11,11,1,1935-01-31
1935,Qtr 1,February,12,United States,Goodyear Aerospace,Goodyear  Zeppelin U.S.S. Macon (airship)ZRS,off point sur californiia,Navy US - Military,0,2,83,2,1935-02-12
1935,Qtr 1,March,7,Unknown,Rohrbach,Rochrbach RolandD AJYP,schievelbein germany,Deruluft,0,0,3,3,1935-03-07
1935,Qtr 1,March,15,Unknown,De Havilland,de Havilland Dragon 1SU ABI,el arish egypt,Misrair,0,3,6,3,1935-03-15
1935,Qtr 1,March,29,Unknown,Junkers,Junkers F 13D,off samland germany,Lufthansa Deutsche,0,5,5,3,1935-03-29
1935,Qtr 2,April,1,Unknown,Farman,Farman F 300F,beauvais france,France Air,0,1,3,4,1935-04-01
1935,Qtr 2,April,6,Unknown,Fokker,Fokker F 12PH,brilon germany,Airlines Dutch Royal KLM,0,7,7,4,1935-04-06
1935,Qtr 2,May,1,United States,Lockheed,Lockheed VegaNC891E,near walsenberg colorado,Lines Air Varney,0,1,1,5,1935-05-01
1935,Qtr 2,May,6,United States,Douglas,Douglas DC 2,atlanta missouri,Air Western and Continental Trans,0,5,14,5,1935-05-06
1935,Qtr 2,May,18,United States,Ford Model,Ford model 4 AT,flint michigan,Detroit of Service Flying Knowles,0,3,12,5,1935-05-18
1935,Qtr 2,May,18,Unknown,Tupolev,Tupolev ANT 20 / I,near moscow russia,Eskadril'ya Gor'ky,2,50,50,5,1935-05-18
1935,Qtr 2,May,27,United States,Boeing,Boeing 221NC725W,glendo wyoming,Service Air Wyoming,0,1,1,5,1935-05-27
1935,Qtr 2,May,28,United States,Stinson,Stinson SM6000B Tri motorNC10894,maywood illinois,Airlines Southern and Chicago,0,2,2,5,1935-05-28
1935,Qtr 2,May,29,Honduras,Uknown,,san barbra honduras?,Unknown,0,6,9,5,1935-05-29
1935,Qtr 2,June,24,Unknown,Ford,Ford Tri Motor / Ford Tri,medellin colombia,SCADTA / Columbiano Aereo Servicio,0,17,20,6,1935-06-24
1935,Qtr 3,July,14,Unknown,Fokker,Fokker F XXIIPH,amsterdam netherlands,Airlines Dutch Royal KLM,0,6,20,7,1935-07-14
1935,Qtr 3,July,19,United States,Unknown,General 102 ENC,off chandeleur island mississippi,Corporation Service Air Wedell-Williams,0,2,2,7,1935-07-19
